1,2,2,1,2,2,2,2,2,1,99

5,2,2,2,2,2,2,2,2,2,100

2,2,2,2,2,2,2,2,2,2,100

17,2,2,2,2,2,2,2,2,2,100

9,2,2,2,1,2,2,2,2,2,99
