2,2,2,2,2,2,2,2,2,2,100

10,1,2,2,2,2,2,2,2,2,99

5,2,2,2,2,2,2,1,2,1,99

7,2,2,2,2,1,2,2,2,1,99

1,2,2,2,1,2,2,2,2,1,99
